author,title,url,text,created,modified,date,author_url,tid
,Пошаговый алгоритм регистрации торговой марки для ИТ предпринимателей. Зачем продуктовой IT компании регистрировать торговую марку,https://dou.ua/forums/topic/15676/,,,,,https://dou.ua/users/maxim-semibratov/,15676
,Test Provider — проект Учебного центра CyberBionic Systematics для проверки уровня знаний IT специалистов,https://dou.ua/forums/topic/6042/,,,,,https://dou.ua/users/cbsedu/,6042
,Как составить контракт чтобы не нужно было носить в банк акт выполненных работ?,https://dou.ua/forums/topic/6705/,,,,,https://dou.ua/users/Cossack/,6705
,Где можно дешево пожить во Львове пару-тройку дней?,https://dou.ua/forums/topic/2015/,,,,,https://dou.ua/users/vidok/,2015
,gTeam — DevFactory. Ваш опыт/мнение. Альтернативы?,https://dou.ua/forums/topic/10024/,,,,,https://dou.ua/users/grygorii-novytskyi/,10024
,А че никто не хочет работать с PrestaShop?,https://dou.ua/forums/topic/7933/,,,,,https://dou.ua/users/elantra-i-i30-klub/,7933
,Допоможіть вибрати провайдера,https://dou.ua/forums/topic/14179/,,,,,https://dou.ua/users/igor-genal/,14179
author,title,url,text,created,modified,date,author_url,tid
,Какая кличка была у самого отпетого бандита в вашей школе?,https://dou.ua/forums/topic/14169/,,,,,https://dou.ua/users/a4/,14169
,IT Weekend Ukraine — покажи світу свій креатив!,https://dou.ua/forums/topic/14178/,,,,,https://dou.ua/users/lyudmylamakarenko/,14178
,WebMoney.UA отримала офіційний статус внутрішньодержавної системи розрахунків,https://dou.ua/forums/topic/13853/,,,,,https://dou.ua/users/CB/,13853
,"Посоветуйте, с чего начать изучение разработки электронних устройств",https://dou.ua/forums/topic/14239/,,,,,https://dou.ua/users/dmitrij-kostyushko/,14239
,Карты привата за границей,https://dou.ua/forums/topic/9957/,,,,,https://dou.ua/users/aleksandr-petrov/,9957
,"Как определить, стоит ли реализовывать себя в сфере IT?",https://dou.ua/forums/topic/14233/,,,,,https://dou.ua/users/misha-makashin/,14233
,,https://dou.ua/forums/topic/13853/#728308,"Планирую получать на webmoney. Подскажите пожалуйста:

1. Если теперь это легальная платёжная система, то финмониторинг имеет доступ к её данным? При каких условиях финмониторинг начнёт проявдять интерес? Перевод средств на мой кошелёк из-за рубежа? Вывод на средств с кошелька на банковскую карту?

2. Не совсем про webmoney. Кажется, существует порог в виде минималки, 1218 грн, при котором не возникает обязательств платить налоги. Так 1218 грн — это в месяц или за год?",,,2015-07-13 13:06:00,https://dou.ua/users/sergej-grebenyuk/,
,,https://dou.ua/forums/topic/14239/#728240,"начните с вопроса ЗАЧЕМ?   Возможно остальные  вопросы автоматически отпадут.

«заинтересовался» это не аргумент для серьезного подхода.  .  ",,,2015-07-12 14:22:00,https://dou.ua/users/leonid-martyinyuk/,
,,https://dou.ua/forums/topic/9957/#480257,Возвращайся домой :) У нас щас весело,,,2014-05-23 18:19:00,https://dou.ua/users/pavel-lyubchenko/,
,,https://dou.ua/forums/topic/14169/#726307,Заказы принимаете?,,,2015-07-08 18:49:00,https://dou.ua/users/beavergreen/,
,,https://dou.ua/forums/topic/13853/#728308,"Як щодо анонімності? Зображення паспорту обов’язково посилати в Ватляндію? Які обмеження тим, хто не підтвердив особистість?",,,2015-06-03 14:01:00,https://dou.ua/users/eimrined-eimrines/,
,,https://dou.ua/forums/topic/13853/#728308,"У Вебмані.вата після указа х*ла можна тратити гроші анонімно лише в офіційно-зареєстрованих ватних магазинах. В яких ще магазинах я зможу потратити анонімні гроші після такої честі, як «внутрішньодержавна система розрахунків»? (персона, на яку зареєстрований мій Вебмані не існує).",,,2015-06-03 20:04:00,https://dou.ua/users/eimrined-eimrines/,
,,https://dou.ua/forums/topic/14239/#728240,"Ну покупать-то не обязательно ничего, достаточно Proteus или чего-то в этом роде и играться себе симулятором.",,,2015-07-11 22:09:00,https://dou.ua/users/anonymous/,
,,https://dou.ua/forums/topic/14239/#728240,А Ардуина не? Это ж dev board для атмеги фактически.,,,2015-07-11 22:22:00,https://dou.ua/users/jorzchyk-pushysty/,
,,https://dou.ua/forums/topic/14239/#728240,"с ардуины наверно, к ней много готовых модулей хардверных и софтверных и софт легко писать",,,2015-07-11 16:22:00,https://dou.ua/users/mobile-mobile/,
,,https://dou.ua/forums/topic/9957/#480257,"Тут столько квестов с блок-постами, террористами. Не пожалеешь.",,,2014-05-23 18:23:00,https://dou.ua/users/pavel-lyubchenko/,
,,https://dou.ua/forums/topic/14233/#728611,реализовывать себе что ?,,,2015-07-13 17:31:00,https://dou.ua/users/zakgof/,
,,https://dou.ua/forums/topic/14233/#728611,Если задаешь такой вопрос то не стоит,,,2015-07-13 14:55:00,https://dou.ua/users/andrey-balkonsky/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-07 11:11:00,https://dou.ua/users/natalia-riabokon/,
,,https://dou.ua/forums/topic/14233/#728611,"если есть такой вопрос — нет

многим из тех к кого аж в жопе горит от энтузиазма тут делать нечего — не то что неопределившимся",,,2015-07-13 05:19:00,https://dou.ua/users/DmitriyK/,
,,https://dou.ua/forums/topic/14233/#728611,а что вы имеете в виду под фразой «реализовать себя в сфере IT» ?,,,2015-07-12 17:19:00,https://dou.ua/users/tom-projector/,
,,https://dou.ua/forums/topic/14169/#726307,А ТС кудато слился..,,,2015-07-10 16:24:00,https://dou.ua/users/qwerty-qwerty-1/,
,,https://dou.ua/forums/topic/14233/#728611,"Он же написал «себе». Он хочет что-то сам себе реализовать. Реализатор, то есть.",,,2015-07-13 01:46:00,https://dou.ua/users/le-sha/,
,,https://dou.ua/forums/topic/14233/#728611,,,,2015-07-13 05:05:00,https://dou.ua/users/cheshirskij-kot/,
,,https://dou.ua/forums/topic/14169/#726307,Соленый,,,2015-07-09 15:25:00,https://dou.ua/users/azaz-azazaz/,
,,https://dou.ua/forums/topic/14233/#728611,А смысл?,,,2015-07-11 22:14:00,https://dou.ua/users/aleksandr-hlivnyuk/,
,,https://dou.ua/forums/topic/14233/#728611,Если возник этот вопрос- ответ:нет,,,2015-07-11 17:15:00,https://dou.ua/users/lyova-zi/,
,,https://dou.ua/forums/topic/14169/#726307,"5 лет назад, в 11 классе очень обижалась, когда мама тот или другой раз не пускала пошататься где-то с менее умными одноклассниками, -цами. 

Не скажу, что за 5 лет кто-то из них спился или умер от передоза.

Но. Обьездив за последние пару лет пол-Европы и как-то посмотрев в вк фотки некоторых из них (где верх крутости — сфоткаться с банкой рево/прочей лабуды на лавочке), испытала к маме огромнейшую благодарность) ",,,2015-07-09 13:05:00,https://dou.ua/users/daria-liashenko/,
,,https://dou.ua/forums/topic/14233/#728611,"Нет, вас и так уже сюда поналезло выше крыши ",,,2015-07-11 15:54:00,https://dou.ua/users/nian-terry/,
,,https://dou.ua/forums/topic/14233/#728611,Это вокалоид ,,,2015-07-11 16:36:00,https://dou.ua/users/nian-terry/,
,,https://dou.ua/forums/topic/14169/#726307,Саме так. Я навіть не зміг згадати чи такі взагалі були. Не те щоб навіть згадати як їх звали.,,,2015-07-09 16:02:00,https://dou.ua/users/andriy-loboda/,
,,https://dou.ua/forums/topic/14233/#728611,,,,2015-07-11 14:28:00,https://dou.ua/users/vasilij-minodvesp/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-08 18:50:00,https://dou.ua/users/cheshirskij-kot/,
,,https://dou.ua/forums/topic/14233/#728611,"Начни программировать. Мне в шестом классе подогнали книгу по бейсику, я начал переписывать оттуда программы в IDE turbo basic и смотреть на результат. Потом менял параметры, потом целые ветки, потом начал делать своё.",,,2015-07-11 11:29:00,https://dou.ua/users/pencil-grown/,
,,https://dou.ua/forums/topic/14233/#728611,"До сих пор завидую людям, у которых в шестом классе был турбо-бейсик.",,,2015-07-12 18:57:00,https://dou.ua/users/serge-ribalchenko/,
,,https://dou.ua/forums/topic/14169/#726307,"Кирпич, до сих пор наводит страх на школу. А вообще говоря, в 

 когда учился в СШ42 г. Николаеве в спец. классе по физике — нас вытаскивали с класса по одному местная гопота, и выставляла против очередной жерты своего бойца. Били тем сильнее, чем сильнее был одноклассник. Начинали с середнячков по возрастанию, дошли до первой пятерки. Страдали и боксеры и каратисты одоклассники. Был Илья у нас очень накачанный высокий ботан, сейчас кстати к.ф-м.н., второе место у нас, вытащили на уличке при всем классе и ужасно избили, лицо было полное мессиво. Самый сильный Кура(пятник), просто был здоровенный по природе, умеющий драться нативно. Его пытались пару раз выставить на местных, был фейл. Вытащили в лесопосадку, поставили против какого то особо отпетого из района и уже далеко не школьника, скорее всего даже после отсидки. Так избил этот подонок, что человек лежал месяц в больнице. Когда забили Куру, то к нашему классу потеряли всякий интерес. 

А так у нас на промзоне даже норм. ребята скатывались к 

 классу до тяжелых наркотиков, моих двоих приятелей с подъезда мамы вывезли на заработки в Италию (Неаполь), сняли буквально с иглы, на которой они четко сидели.",,,2015-07-08 15:17:00,https://dou.ua/users/chronoman/,
,,https://dou.ua/forums/topic/14233/#728611,"неее, сейчас турбо-бейсик в шестом классе уже не торт

чудесная фея, сделай меня моложе, у меня в шестом классе будет Rust, обещаю!",,,2015-07-12 19:36:00,https://dou.ua/users/serge-ribalchenko/,
,,https://dou.ua/forums/topic/14233/#728611,"Я прошёл этот тест на 

 и вот что мне выдало:

Вы — бóльший исследователь, чем 93% прошедших этот тест, это — ваш главный признак

Остальные признаки распределились так:

71% — усидчивость

56% — внимание к деталям

55% — готовность улучшать чужой труд (читать как: умение разбираться в чужом коде)

31% — толерантность к ошибкам других людей

16% — любовь к твёрдой молочной продукции.

Данные показатели свидетельствуют о том, что вы: пригодны для работы программистом. Если вы не вошли в айти, делайте это как можно скорее.",,,2015-07-11 14:36:00,https://dou.ua/users/pencil-grown/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-08 18:48:00,https://dou.ua/users/beavergreen/,
,,https://dou.ua/forums/topic/14233/#728611,чота ссылка не работает,,,2015-07-11 17:31:00,https://dou.ua/users/qwerty-qwerty-1/,
,,https://dou.ua/forums/topic/14233/#728611,,,,2015-07-11 01:48:00,https://dou.ua/users/vadim-1/,
,,https://dou.ua/forums/topic/14169/#726307,"Прописка — слышал такое? От прописки зависело в какой садик, какую школу, какую поликлинику ходить. Да и сейчас, кажется, такое частично осталось. Но теперь все решается за бабки — а тогда надо было блат искать.",,,2015-07-08 20:42:00,https://dou.ua/users/beavergreen/,
,,https://dou.ua/forums/topic/14233/#728611,"Якщо не посмакує, то спробувати купити дорожчий сир.",,,2015-07-13 11:57:00,https://dou.ua/users/andriy-loboda/,
,,https://dou.ua/forums/topic/14233/#728611,Не стоит.,,,2015-07-11 00:31:00,https://dou.ua/users/andrej-dvachek/,
,,https://dou.ua/forums/topic/14169/#726307,"Детей не прописывают и сейчас, но речь идёт о прописке родителей, хотя бы одного из. В условиях нехватки мест в школах отсутствие прописки родителей в «закреплённом районе» — это отсеивающий фактор.

Откуда берётся нехватка мест. В 

 годы в школах (возможно не везде) при нехватке помещений могли учиться в 2 смены — с 4 по 6 класс я ходил на уроки с 14:00 до 

 Все 

 годы количество учеников снижалось, и даже когда учёбу в 2 смены запретили, аншлага не было. Когда же в 

 рождаемость в крупных городах опять стала трохи увеличиваься, ВНЕЗАПНО! оказалось, что учиться негде.

Второе — в раннем пост-совке школы всё ещё оставались примерно одинаковыми, сейчас же — сильно дифференцировались. Может оказаться так, что школа «закреплённая» за микрорайоном популярностью не пользуется, а в соседней — аншлаг, и просто «на усмотрение» попасть туда не получится. Деньги, связи или как-то так.",,,2015-07-10 14:23:00,https://dou.ua/users/serhio-ramires-alvares/,
,,https://dou.ua/forums/topic/14233/#728611,"Поработайте месяц в АТБ грузчиком. Поймете, что стоит.",,,2015-07-10 23:24:00,https://dou.ua/users/raz-raz-dva-dva/,
,,https://dou.ua/forums/topic/14233/#728611,Подбрось монетку :),,,2015-07-10 22:21:00,https://dou.ua/users/maxym-mazurok/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-12 00:12:00,https://dou.ua/users/clewer_one/,
,,https://dou.ua/forums/topic/14233/#728611,стоит.,,,2015-07-10 21:31:00,https://dou.ua/users/mobile-mobile/,
,,https://dou.ua/forums/topic/14169/#726307,"На промзоне это была лучшая школа, тем более что там был спец класс по физике, в который пришло в 8м классе 60чел, через месяц нас осталось 40, через год 30, заканчивали 11й класс мы 

 от силы. Ни у кого не было в мыслях уходить, куда. Школа в другом районе... не факт что там было бы лучше, плюс к этому ты там будешь чужак из другого райна, тоже свои заморочки-разборки. А тут мне надо было пеши пройтись три минуты и я уже в школе. Свою первую контрольную по физике в 8м классе я написал на 2+, через три месяца я занял 1е место на городской олимпиаде в областном центре по физике, пригласили в киевский интернат, но мать не пустила. В общей численности у меня по 5ти предметам были призовые места на городских и областных олимпиадах (физика, математика, информатика, химия, немецкий язык). Школа была в плане учебы очень удачная, в плане гопоты — ну так вся промзона (Новый Водопой в Николаеве в 90х этим сильно грешил, сплошные нарики и бухарики вокруг).",,,2015-07-08 20:39:00,https://dou.ua/users/chronoman/,
,,https://dou.ua/forums/topic/14233/#728611,"Анастасия, разве вы не с лого начинали?",,,2015-07-11 01:46:00,https://dou.ua/users/xuz-ypol/,
,,https://dou.ua/forums/topic/14233/#728611,Так вроде бы и нужно начинать с простых вещей),,,2015-07-13 05:09:00,https://dou.ua/users/cheshirskij-kot/,
,,https://dou.ua/forums/topic/14169/#726307,"Утечка была исключительно по уму. А тех 

 самых сильных парней, что остались в классе, били но они выбывали ненадолго, просто Илье досталось что неделю дома провалялся, а Кура месяц через больничку восстанавливался, наверное благодаря ему потом от нас и отстали (вообще у нас был почти мужской класс, наверное потому что физика нам легче давалась, да простят меня дамы, просто я побывал в сборной области по физике, на сборах посмотрел на сборные по другим предметам, посмотрел что представленно на республике и всеукраинской). ",,,2015-07-10 10:36:00,https://dou.ua/users/chronoman/,
,,https://dou.ua/forums/topic/14233/#728611,настолько простая вещь вводит в заблуждение. ,,,2015-07-13 12:25:00,https://dou.ua/users/Grez/,
,,https://dou.ua/forums/topic/14233/#728611,GNU Hello World. 709K в сжатом состоянии.,,,2015-07-13 16:28:00,https://dou.ua/users/abrahamrabinovich/,
,,https://dou.ua/forums/topic/14169/#726307,"Я проучился в СШ 56 с 4 по 7 класс (собственно в 4м классе я был первый кого школа принимала), в СШ 42 с 1 по 3 и с 8 по 11, могу заявить так, что СШ56 полный отстой по знанию, что касается гопоты, то в 6м классе в СШ56 меня 10ти классник так припечатал ногой по голове, что голова отскочила в стенку затылком, возле которой я стоял на уроке физкультуры, что я попал на 2 недельки в больничку с сотрясением мозга. Старшеклассник был местный, я даже не понял что это было, потому что он не объяснял, подошел с группой парней, спросил у кого то из них, это он — и сразу замочил. Потом помню не очень, как то смутно, помню зашел в класс, забрал одежду, не переодеваясь, взял портфель и пошел домой, а оттуда уже в больничку забрали в Дубки. А пацана потом этого вычислили, он был из неблагонадежной семьи, как он потом объяснил он, я на уроке физкультуры кого-то толкнул, когда в футбол играли, а он его крышевал. Это вообще было игровое столкновение, как я потом вспоминал и тот пацан ничего не стал предъявлять. А я вот получил такой нехороший удар, которого вообщем то даже не ожидал. Физрук этот момент упустил конечно... бо как бы в его зоне ответственности было",,,2015-07-10 13:57:00,https://dou.ua/users/chronoman/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-10 14:10:00,https://dou.ua/users/otselot-pekinskij/,
,,https://dou.ua/forums/topic/14169/#726307,"со мной тоже была пара эпизодов, но не со старшими. оба были одногодки. схема в обоих случаях была одинаковая: меня доставали достаточно долго, потом в один из разов я не выдерживал и давал сдачи, после этого меня не трогали",,,2015-07-10 14:37:00,https://dou.ua/users/akula.barakula/,
,,https://dou.ua/forums/topic/14169/#726307,Николаев всегда отличался уровнем физической доброты.,,,2015-07-09 17:34:00,https://dou.ua/users/anonymous/,
,,https://dou.ua/forums/topic/14169/#726307,"пиндец а в мусарню заяву накатать мозгов не хватило? 

это ж люты пздц когда какие-то гопники тупо лупят всех вокруг без разбору",,,2015-07-09 22:26:00,https://dou.ua/users/qwerty-qwerty-1/,
,,https://dou.ua/forums/topic/14169/#726307,будто это когда то парило мусоров,,,2015-07-10 00:54:00,https://dou.ua/users/DmitriyK/,
,,https://dou.ua/forums/topic/14169/#726307,"во-1 это полный беспредел.

во-2 у кого-то точно были знакомства в ментовке",,,2015-07-10 07:35:00,https://dou.ua/users/qwerty-qwerty-1/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-10 13:31:00,https://dou.ua/users/akula.barakula/,
,,https://dou.ua/forums/topic/14169/#726307,расшифруй,,,2015-07-11 12:22:00,https://dou.ua/users/akula.barakula/,
,,https://dou.ua/forums/topic/14169/#726307,"ну сарказм я вроде бы заметил, только не понял в чем он конкретно был в той комбинации пунктов",,,2015-07-12 23:54:00,https://dou.ua/users/akula.barakula/,
,,https://dou.ua/forums/topic/14169/#726307,"Между прочим, в Германии и других высокоразвитых странах Западной Европы «стукачество» весьма поощряется и называется «проявлением гражданской сознательности».",,,2015-07-10 14:14:00,https://dou.ua/users/otselot-pekinskij/,
,,https://dou.ua/forums/topic/14169/#726307,Заказы принимаете?,,,2015-07-08 18:49:00,https://dou.ua/users/beavergreen/,
,,https://dou.ua/forums/topic/14169/#726307,"як добре що мені весь час попадались адекватніші ПМи та аналітики (і йдеться одночасно і про життя, і про звязність та змістове навантаження в тексті...)",,,2015-07-07 22:35:00,https://dou.ua/users/hs/,
,,https://dou.ua/forums/topic/14169/#726307,"и это такое было в 

 школе? она ж вроде «элитная» насколько я помню",,,2015-07-08 10:47:00,https://dou.ua/users/akula.barakula/,
,,https://dou.ua/forums/topic/14169/#726307,"Во-первых — посмотрите, сколько сейчас желающих попасть в ИТ развелось после того, как стали известны их зп. Во-вторых — а почему вы впрягаетесь за школьных альфачей?",,,2015-07-09 12:49:00,https://dou.ua/users/otselot-pekinskij/,
,,https://dou.ua/forums/topic/14169/#726307,"Зато создается прецендент высшей справедливости, что когда быдло, которое отравляло тебе жизнь, тепер живет хуже тебя/просто страдает. Тащемта, это, оказывается довольно глубокая моральная проблема, вот здесь: 

 и здесь: 

 — очень горячие дискуссии на эту тему: мстить за отравленную жизнь или 

 простить?",,,2015-07-10 11:33:00,https://dou.ua/users/otselot-pekinskij/,
,,https://dou.ua/forums/topic/14169/#726307,"На самом деле всякие сленговые слова вроде «бомбит», «альфа» и т.д. сейчас давно уже вышли за пределы борд, поэтому большинство тех, кто их используют, не то что не знают, как это всё форсилось, а даже не в курсе, где.",,,2015-07-07 18:24:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,школота не палиться ,,,2015-07-07 23:26:00,https://dou.ua/users/DmitriyK/,
,,https://dou.ua/forums/topic/14169/#726307,"я сменил несколько школ (папа военный), если смотреть по последней школе — Зáпор, пошел по наркоте, сидел, пропал в 

Знаете, пытался вспомнить клички, и не вспомнил больше. Судьбу этих людей тоже не знаю. Зато могу рассказать про своих бывших друзей. Были у меня два школьных друга, два Антона. Один был стройным голубоглазым красавцем с обезоруживающей улыбкой, все девченки по нему сохли. Второй худой, высокий музыкант, прямо со школьных времен папа ему купил ударную установку и у них были постоянные репетиции в школьном подвале. Оба были из благополучных семей (я — нет), оба достаточно популярны и активны. После школы голубоглазый Антошка с голливудской улыбкой стал охранником, женился на женщине с ребенком старше его и спился, а второй стал оператором какого-то хитрого пульта на заводе и до сих пор там работает. Я не могу сказать, что я супер-пупер успешный или счастливый, но по крайней мере когда последний раз с ними сталкивался, мне было не по себе, как при общении с бедными родственниками.",,,2015-07-07 17:43:00,https://dou.ua/users/serge-ribalchenko/,
,,https://dou.ua/forums/topic/14169/#726307,Згідний. Тема досить кумедна.,,,2015-07-09 16:09:00,https://dou.ua/users/andriy-loboda/,
,,https://dou.ua/forums/topic/14169/#726307,"Кстати, «омеговость» у девочек по-другому проявляется. Это у мальчиков их дразнят, задирают, издеваются и даже иногда бьют. А у девочек — просто игнорируют. Причем игнор — это не бойкот, а просто когда не приглашают на совместные ивенты, не спрашивают мнения и т.д. В то же время не выгоняют, если приходишь и не отказывают, если напрашиваешься. Но не ждут, если опаздываешь, не заметят, если отстанешь и т.д. Короче, что ты есть, что тебя нету :)",,,2015-07-07 17:42:00,https://dou.ua/users/natalia-riabokon/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-07 21:59:00,https://dou.ua/users/natalia-riabokon/,
,,https://dou.ua/forums/topic/14169/#726307,"Було два такиз крутих «пєрца» ... Один досить серйозно паралельно займався боксом. Працював недавно, здається, охоронцем в нічному клубі. 

Другий депутат в міськраді ...",,,2015-07-07 15:26:00,https://dou.ua/users/I_Dont_Know_What_To_Do/,
,,https://dou.ua/forums/topic/14169/#726307,"Дракон, теперь нарик с отбитой селезенкой...(",,,2015-07-07 14:08:00,https://dou.ua/users/vitalij-baz/,
,,https://dou.ua/forums/topic/14169/#726307,"Альфа в треде, все по шконкам!

(на правах рекламы: сайт Бравоавиа с точки зрения юзабилити — не лучшее решение, так что я бы поспорил по поводу успеха)",,,2015-07-07 14:37:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-07 15:19:00,https://dou.ua/users/Sergey_P/,
,,https://dou.ua/forums/topic/14169/#726307,"ЗП в долларах, ты что? Щас все хотят. Айти — стильно, модно, молодёжно.",,,2015-07-07 15:49:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-08 18:58:00,https://dou.ua/users/beavergreen/,
,,https://dou.ua/forums/topic/14169/#726307,"Мокрый.

В после школы изнасиловал бабку и убил. Посадили...

Недавно вышел и опять то же самое. Сидит.",,,2015-07-07 12:34:00,https://dou.ua/users/anonymous/,
,,https://dou.ua/forums/topic/14169/#726307,"Джонні Блискавка. Знущався над першокласниками, бив жінок, хамив вчителям. «Погремуху» отримав після того, як його вдарило струмом від холодильника. Звати Артем.",,,2015-07-07 12:33:00,https://dou.ua/users/azb0x7dc/,
,,https://dou.ua/forums/topic/14169/#726307,"Все так себя тешат тем, что альфы фигово заканчивают, а я вот расскажу про свой класс:

Два альфы сейчас неудачники, есть такое. Один наркоман и не работает, второй работает курьером или что-то такое.

НО.

Есть ещё два альфы. Одного папа устроил в КИМО, сейчас работает и живёт в канаде в каком-то международном НГО.

Второму родители открыли бизнес и я так понял, что он успешен, судя по тому, что слышал от других и что бизнес неплохо разросся.

Для сравнения, омежки точно так же дифференциировались. Есть те, кто сидят дома с мамкой и задротят ВОВ и что там сейчас ещё задротят, а то я не в курсе. Или работают охранником в магазине.

Есть те, которые стали инженером-уехали в Германию/стали джава-сеньором — всё понятно.

Я к чему. Глупо спорить с тем, что коммуникативные навыки обычно лучше у альф, поэтому потенциально их гибкость выше. Так же глупо спорить, что забитые омеги часто считают, что они недооценены, все вокруг — быдло, а они элита, что очень мешает развитию софт скиллов.

А вот распределение на успешных/неуспешных всё ещё нормальное, так что предсказывать будущее по забитости в школе — это как астрология и гадание на картах.",,,2015-07-07 12:17:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,"Мы говорим о том, кто чего достиг или какими методами и «а ему помогли, а я сам азаза»? Я думал, тут все решили рассказать, как альфы плохо кончают, а я всего лишь хотел внести долю правдивости.

Я получаю высокую зп, у меня модная лычка, я могу релоцироваться куда хочу, но если бы мне дали выбор «пройди весь этот ад ещё раз (университеты, первая работа, сутки самообучений)» или «будь сыном, за которого всё сделают», я бы выбрал второе.

И ещё, я, конечно, люблю свою Тойоту, но ведь я всегда хотел Порше Каррера. Я вот ездил в Лондон и хотел бы остановиться в классном отеле с большой комнатой, а денег хватило на «простое, чистое». Даже со своей модной помидорской зп я себе не могу это позволить.",,,2015-07-07 12:46:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,,,,2015-07-07 12:49:00,https://dou.ua/users/serhio-ramires-alvares/,
,,https://dou.ua/forums/topic/14169/#726307,"Странным можно назвать того человека, который выбирает труднее путь. Впрочем, лишь те, кто прошёл трудный путь, говорят о том, что он лучше :) те, кто прошёл лёгкий путь, никогда не говорят о том, что мечтали бы пройти «тяжёлый».

Я мог бы пойти на интересную, но не денежную специальность, например, философию — да, она мне всегда нравилась.

В свободное время вместо подработок читать книги, играть в большой теннис.

Вместо летнего отдыха в Крыму с родителями в палатках ездить в Монако и Дубаи.

При этом самому выбрать, чем я хочу заниматься и заниматься именно тем, чем хочу. А если захочется поменять это занятие — поменять и не париться, что у меня арендная плата, кредит и семья.

Почему я объясняю элементарные вещи? Только пафосные подростки внутри хотят путь сложнее. Я хочу путь интереснее.",,,2015-07-07 19:23:00,https://dou.ua/users/mark-oriohrdan-1/,
,,https://dou.ua/forums/topic/14169/#726307,"это, кстати, отличный показатель совковости. В развитом мире, где каждые 

 лет у людей все не отбирали, это абсолютно нормально что дети строят свою жизнь на достижениях родителей. Никому в голову не прийдет сказать что «а вот у него папа».",,,2015-07-10 12:41:00,https://dou.ua/users/qweqwe-1/,
,,https://dou.ua/forums/topic/14169/#726307,"В развитом мире дети начинают с ученика мастера на фирме у родителей, а не садятся сразу на шефское место",,,2015-07-10 13:18:00,https://dou.ua/users/otselot-pekinskij/,
,,https://dou.ua/forums/topic/14169/#726307,"А ты провёл исследование и понял, что в Украине это не так? 

В нормальных семьях Украины принято давать хорошее образование (типа Швейцарии) и если возвращать назад дитё, то отправлять сначала на крутые стажировки, а потом уже вливать к себе или друзьям. 

Этот манямирок и подрванный пердак залётного мамкиного успешномена.",,,2015-07-10 13:41:00,https://dou.ua/users/mark-oriohrdan-1/,
